id,UserName,Review,Score,Date,Bank
280,TJ K,Nice,5,20/7/2023 12:59,GXS Bank
281,Allen ong,Can't even open the app after downloaded it....try redownload it a few time also same,1,20/7/2023 12:11,GXS Bank
282,LittleKlas AS,I can't sign up at all!!!! It just go blank after I click up with singpass,1,20/7/2023 11:10,GXS Bank
283,SC Yeo,Unable to sign up using singpass after multiple times.,1,20/7/2023 9:26,GXS Bank
284,Bernard Ong,Waste time download. Keep repeat to login my Singpass,1,20/7/2023 8:42,GXS Bank
285,Gautam Anand,"Doesn't work after login page, freezea",1,20/7/2023 7:11,GXS Bank
286,Eric Lim,"Tried to sign up using singpass. After approve and redirect to the app, it still keep asking me to sign up.. useless app",1,20/7/2023 5:19,GXS Bank
287,Adrian Han,Over lapping wording. Pull down refresh need to tweak more does not feel smooth it all. Opening of account does not work if you are connected to WiFi.,2,20/7/2023 1:45,GXS Bank
288,Alvin Guo,Great App Easy to use,5,19/7/2023 23:47,GXS Bank
289,athornz,Cant launch. Stalled at invisible layer. Then receive crashed notification.,1,19/7/2023 14:51,GXS Bank
290,Dylan,"Received email notifying savings account is available to sign up, but when i tried to sign up, i got rejected immediately. No reason was given when rejected, only show faq which does not answer my question. Even after reaching out to the support email, no specific reason was given. I was simply told not eligible. An alternative savings account I suggest would be OCBC 360, which also offer high interest rate with terms and conditions.",1,19/7/2023 13:48,GXS Bank
291,Tsayyou Chia,"Terrible experience. Took 4 attempts to finally set up account. Previous 3x received error msg ""couldn't approve your account at this time"". When the account was finally set up a few hours later, the app crashed. Have restarted the phone, uninstalled and reinstalled the app. I'm still stuck at the first page after logging in, which seemed to have a popped up msg/ad but not loading. Then the error msg of ""app is not responding"" appeared and prompted me to close the app.",1,19/7/2023 12:15,GXS Bank
292,John Smith,"No web interface, forced to use the app",1,19/7/2023 12:04,GXS Bank
293,Ming Quan Chua,Easy to register and deposit. Clean UI interface.,5,19/7/2023 11:57,GXS Bank
294,Peng Seng Lin,You app downloading alway show technical priblem why??,5,19/7/2023 9:35,GXS Bank
295,Kelvin Heng,After setting up the account today. Login to GxS screen become unresponsive. Phone Samsung S22 ultra.,1,19/7/2023 6:56,GXS Bank
296,Jerry Chan,Crash upon login into a newly created account. Reinstall and still the same. I'm on Android 13 phone.,1,19/7/2023 6:01,GXS Bank
297,S K,Terrible implementation of Singpass. Sign up keeps redirecting to Singpass,1,19/7/2023 5:16,GXS Bank
298,Ummageswary Bala,"What is the criteria to approve the loan? Each time my hubby and I tried to apply loan multiple time, it get rejected. I wonder how much do we need to earn every month to get the loan approved!! If you have some rules and criteria then state it out so people won't waste time applying.",1,19/7/2023 0:20,GXS Bank
299,Zzz Xxx,Worst apps everything also no resolve well,1,17/7/2023 13:27,GXS Bank
300,Wan Shah,Waste of time app!! Keep on crashing when want to register. ZERO stars !!!,1,15/7/2023 2:18,GXS Bank
301,Tegindarjeet Singh,How to cancel or delete all my personal detail submit on GXS app thru Singpass?,3,14/7/2023 6:44,GXS Bank
302,Wendy Jap,"Sleek, simple to use.",5,11/7/2023 14:59,GXS Bank
303,Dan Lew,"After signed up and asked for my info,straight away got rejected!",1,11/7/2023 11:03,GXS Bank
304,Eric See,Have been downloading this app for past few days. After download it kept showing me oops unexpected errors......,1,10/7/2023 16:42,GXS Bank
305,N O,"Misleading advertisement for flexiloan promotion for July 2023, stated rate as low as 2.99% p.a. Issued a rate that was extraordinary and way beyond all major banks that would offered even at their highest peak rate. A real shock of disbelief, thinking was a sign-up bug but it ended to be their best rate offered. Would be really cautious on signing up any offers from GXS even though their app user interface, interaction, and wording do project confidence in honoring their offer.",1,9/7/2023 19:51,GXS Bank
306,Collin Sta Maria,"Can't even load properly. Prompted to set 6 digit security code, then application disappear and had to redo again with the same problem. Is this a legitimate mobile app?",1,6/7/2023 9:19,GXS Bank
307,Damnlame78@gmail.com 7809974g,Easy to use. Awesome,5,4/7/2023 13:47,GXS Bank
308,jeffrey ooi,I have merely tried to apply for your flexi loan on this app. But when i tried to applied like 9 times straight i have been instantly being asked to reapply over and over again. Very bad for user experience and does not live up to expectations till today,2,1/7/2023 9:09,GXS Bank
309,Tan Ivy,Not so good im not citizent or pr but ipen saving account also can not,1,28/6/2023 1:55,GXS Bank
310,Slack Rider,Cant even apply.. apps doesn't work,1,28/6/2023 0:42,GXS Bank
311,Jon Tan,Rubbish app totally can't log in and see,1,25/6/2023 15:05,GXS Bank
312,Faith Tan,Unable to open the app once I've installed,1,25/6/2023 10:18,GXS Bank
313,Andrei Chan,"Download the app, and tried to apply. Got an error message, page cannot download and cannot login at all. Uninstall the app within 5 mins of trying. Don't bother. I got better choices elsewhere.",1,25/6/2023 4:12,GXS Bank
314,Norman Lim,What is the purpose of your app? Why would I use your app over DBS uob and ocbc? I don't see why you are better in any way?,1,22/6/2023 13:21,GXS Bank
315,David Chan,Great..,5,22/6/2023 4:55,GXS Bank
316,Nor Eliya Khan Ali,First time checking out on dis and didnt know grab came with this and enhanced features was super accessible indeed within mins i was able.to withdraw e.loan even though e security was quite super securable which i liked.thank u for making things affordable and reachable for difficult times for mummies:OK_hand::folded_hands::smiling_face_with_hearts::rose:,5,16/6/2023 10:17,GXS Bank
317,felthebest,I liked the idea where its a online bank without the use of card so that the money wont be touched as much. Easy sign up process with good interest rate now!,5,6/1/2024 16:07,Maribank
318,gniynew,The onboarding process was really quick and straightforward. Happy that I can start earning a high interest after making a deposit without having to do anything else,5,8/3/2023 11:39,Maribank
319,boonnie38,"I have to admit that the process to register is very smooth and easy. It took me less than 10 minutes to complete the investment: Shopee - Download MariBank App- Register Savings account - Top up - invest

Keep it up!",5,4/1/2024 6:21,Maribank
320,Elijahdptty,"Finally a mobile banking app that doesn’t lag and bug free. Very good product feature also, no nonsense on fulfilling all the criteria like other banks",5,5/4/2023 16:08,Maribank
321,ttyto12,"Overall good and smooth experience, enjoy the ease of use for different products and how everything is clearly stated with no strings attached!",5,6/10/2023 4:29,Maribank
322,ngtk,I am so glad you don’t have to resort to fake 5* by staff like a competing bank. Great interest. Love it daily as I see my money grow. Keep up the good work,5,18/1/2024 10:43,Maribank
323,LittleTroll,Easy to use and navigate. Everything is laid out right on the screen,5,27/7/2023 13:33,Maribank
324,Unlimeg,"It would be good if there is a prompt to allow customers to know that funds will be lock on the weekend for Mari-Invest.

There should be an option to also cancel the investment or alter the amount and not let the funds be stuck. A very bad experience and will no longer keep my funds here.",1,9/12/2023 9:29,Maribank
325,97.z,Instant approval and so hassle free to earn decent interest. It’s a joy to watch my daily interest grow. Love it!,5,9/3/2023 15:30,Maribank
326,DDYY1990,"Simple and good interest rate, no string attached, you get what is promised unlike other banks…",5,17/3/2023 7:33,Maribank
327,Fatin :),I love this digital banking app! Making transfers are seamless and it good to see my interest rate grow daily!,5,8/3/2023 7:02,Maribank
328,eric9152007,"Very easy to use, simple and fast",5,19/8/2023 3:31,Maribank
329,Peaksky,"Experience is good, need more products for investment.",5,5/6/2023 5:27,Maribank
330,Fortune God 888,App is so easy to navigate and user friendly,5,8/3/2023 6:58,Maribank
331,Yycraven,MariBank App is easy to use. Recommended.,5,31/3/2023 3:26,Maribank
332,Abijouni,They claim most account opening is immediate. Contacted them via their hotline and help desk. Not true. Takes rather long making it uncompetitive. Makes me doubt their efficiency. As it does not serve it’s purpose in good time I’ll be deleting it.,1,27/11/2023 6:27,Maribank
333,Efa Mendez,Easy and straight forward app!,5,8/3/2023 6:57,Maribank
334,Lilian8855646949,good job :thumbs_up_light_skin_tone:,5,30/8/2023 7:57,Maribank
335,Momoninipopo,Be prepared to be blinded by the crazy lights face verification. Also it will fail and you will end up using another bank’s credit card. Cheers.,1,14/11/2023 15:51,Maribank
336,jeronetan,1-2 days to process account opening for a local. All local banks digital or not is immediate with Singpass. Not a good start.,1,26/8/2023 10:49,Maribank
337,dominiThree,not working,1,23/8/2023 14:29,Maribank
338,Liu,"Easy to sign up, but what use is a bank without a debit card? Maribank needs to develop its debit card function otherwise it is a useless app.",2,6/3/2024 5:04,Maribank
339,Kevin Tan,Adding the ability to add payees before actual transfer would be appreciated.,4,2/3/2024 17:39,Maribank
340,Xavier,"After using over 10 digital banking apps, this is the simplest, most user friendly and best banking app at the moment, 2.88% compounded daily. What more can you possibly ask for?",5,29/2/2024 14:49,Maribank
341,Joseph Goh,where the hell is my password manager... isnt it simple to literally just support normal keyboards instead of creating your own....,1,29/2/2024 12:43,Maribank
342,YJ,"Very simple and easy to use, I prefer it over my other bank apps which are confusing haha",5,24/2/2024 16:41,Maribank
343,Deepak Dhondge,Very nice qpp,5,20/2/2024 8:56,Maribank
344,Kevin,"Only allow Singaporean and PR, customer service very bad",1,20/2/2024 0:40,Maribank
345,Lim Kino,"Rubbish app,only accept singapore citizenship and PR. Please don't copy and paste reply",1,17/2/2024 15:35,Maribank
346,irfa shafinaz,Stupid app don't waste your time.,1,13/2/2024 14:37,Maribank
347,KH Sim,Account opening takes at least 1 to 2 working days even though I have verified my identity using SingPass.,1,12/2/2024 13:57,Maribank
348,Kwok Kim Huat,"I applied again for invest account, and system mentioned application under review. This time, bank don't call at all for whole 2 days, so no result known. After checking via Google, I found that your main customers are those business owners or SMEs and not individual normal peasant like us. No wonder you don't call. So please don't bother to call anymore, since already more than 2 days, considered game over for me. I won't be picking your calls anyway, hmhmhm...",1,2/2/2024 12:16,Maribank
349,Mi Hui Wong,Cant install on Android.......,1,25/1/2024 11:35,Maribank
350,Sim Siam Yong,Have been using MariBank app for a few months. Easy to use and so far so good.,5,25/1/2024 8:18,Maribank
351,Lara Isabella,Mwoth for sa BBnwoth gor i anjing Worth to banking,5,25/1/2024 0:19,Maribank
352,D Z,"APP is NOT SECURE. My security software flagged your app as a low reputation app as it can ""1. Trigger installation - this app can ask Android to install another app. 2. Change network state - this app can change network connectivity state"" This means that your app can turn on our network to download an app without our knowledge. Why are these even needed when all other banking apps do not need to have these? Please REMOVE TRIGGER INSTALLATION & CHANGE NETWORK STATE. Thank you very much.",2,16/1/2024 12:51,Maribank
353,Nicholas Tung Kai Sheng,"Suddenly couldn't access my app, called customer service told me that internal department will call me back 3 days, 3 days later tells me that internal department have been informed but can't give any specific timeline. Goodness, thank god the customer service is patient and nice but I think shutting down customer access out of the blue without informing is no go.",1,11/1/2024 13:06,Maribank
354,D,Account application unsuccessful. Waste of time!,1,11/1/2024 10:05,Maribank
355,Yann Lim,"Wasted so much of my time! App has bugs keep looping in circle when trying to activate link to shopee. Call Customer Service, very polite, but couldn't offer any help, but said will escalate my email request and to expect a response in a day's time... Still waiting...waiting. Very poor support. Over promise, under deliver. 6Jan Update: When I was asked to email in, made to wait 3 days.. I expect a sensible resolution, then a mere reply saying can't reach me with only a single phone call at 9pm!!",1,5/1/2024 23:08,Maribank
356,Sean,"EP SP WP no need to try, this only for Singapore citizens & PR.",1,27/12/2023 23:48,Maribank
357,MD Imran,Nice app,5,24/12/2023 4:22,Maribank
358,Jai GMAIL,16 password character too short,1,22/12/2023 10:05,Maribank
359,Jason Lim,"Not working properly. After many attempts to setup an business account, the app just gets struck even after contacting customer service various times with different rememdies still unable to resolve.",1,21/12/2023 4:23,Maribank
360,soccer messi,Maribank have offer 2.88 for accured interest daily. Hope for a 3 percentage interest rate after next year March. Will continue to support and hope to see 3% mari bank saving daily that will attract us to park our money.,5,13/12/2023 5:20,Maribank
361,Jeff Khoo,App works well. Easy to register and connect with my Shoppee account.,5,12/12/2023 7:55,Maribank
362,Jes,Rubbish app. Face scan always fail. Wasting time to even try.,1,12/12/2023 2:56,Maribank
363,kauser COM,Good.,5,5/12/2023 22:36,Maribank
364,Fynn Neo,So far ok but need DARK MODE PLEASE.,3,4/12/2023 23:41,Maribank
365,Evon Lai,So far so good. But hopefully mari bank can improve more on the app.. like add bank account/ paynow without needed to transfer money. Hopefully mari bank could issue debit cards for easy transaction in the future.,3,29/11/2023 17:02,Maribank
366,Moon Lee,"MariBank app funny got Face Verification sign up with Singpass. Dangerous, many scams created apps to steal facial expression and login details.:face_screaming_in_fear: Finally Shopee linked to MariBank on Black Friday great sale with Shopee highest cashback 3000 coins voucher.:thumbs_up:",4,24/11/2023 10:32,Maribank
367,LS C,App feels like designed by kids. Not able to proceed with opening account because the app requires Chrome to proceed,1,23/11/2023 3:59,Maribank
368,RADIO *AcA*,So Good,5,22/11/2023 13:39,Maribank
369,retro pocket,"No dark mode, can't use password manager, not easy to top up (I don't wanna deregister my existing paynow). Just provide a QR code so we can use paynow to easily top up.",2,14/11/2023 17:32,Maribank
370,Lee Hock Leong (John),"I can't login to the account , need so long to active , can you singpass to login is better way ,I feel that must solve the issue as fast as it can be. The lock function must re solve as soon as possible . No need to wait for few hour to solve . I hope can have debit card to withdraw at any ATM machine so that can withdraw the fund easily I hope the base interest will increase as deposit a dollar will get 5% as well as bonus 4% so total 9%p.a for saving account",2,13/11/2023 15:04,Maribank
371,Chuming SG,"I am disappointed that it informed that my ""Mari Savings Account application is unsuccessful"". How can it be when Trust Bank can instantly accepted my application for their saving account and credit card? Do they asking for an annual incoming of $1,000,000? But, this only a saving account application. I see no reason why a bank can reject the application of a saving account. Clearly, their requirements is hidden.",1,13/11/2023 8:53,Maribank
372,DarrenTube HD,Send money from shopee to maribank take days to reach. End up promo on shoppe over liao. May be they need someone go to shoppe draw money the take bus go maribank. And Q to bank in money ba. I like this kind of experience. Never use so traditional way at this advance age liao. Take feedback seriously? Any action you can do ?,1,11/11/2023 13:19,Maribank
373,Lee Kian Fah,It seems like many times the inapp scanner unable to detect hawker Paynow QR code,5,28/10/2023 10:59,Maribank
374,Soe Min,soemin,5,28/10/2023 8:19,Maribank
375,Lee Jia Xing,I have been using MariBank for a few months and it is pretty simple and easy to use. The saving account with no TnC is very attractive for people who like simplicity. I hope to see a credit card soon.,5,19/10/2023 23:19,Maribank
376,Yuki San,good. can put in money and take out instantly. better rates than most banks.,5,14/10/2023 6:55,Maribank
377,Jeffrey Lim,Just opened an account and app is responsive and intuitive! Good savings interests too,5,8/10/2023 16:26,Maribank
378,远帆孤影,"Eager to serve, won't let you logout :face_with_tears_of_joy::grinning_face_with_sweat::rolling_on_the_floor_laughing::loudly_crying_face:",1,3/10/2023 1:31,Maribank
379,SC Huang,Daily interest. Nice to see effect of compounding...,5,28/9/2023 22:11,Maribank
380,Faqeehah Husna Khairul Faizi,I think the app is good but i'm Malaysian,2,22/9/2023 5:12,Maribank
381,Han Wee Ng,Can maribank add a sms otp as additional protection during login ?,2,21/9/2023 7:10,Maribank
382,Darren Seah choon Hong,"I don't no why I m doing this? I just know my bank left 5.9 cent, please don't show me again all your thing.",5,14/9/2023 9:34,Maribank
383,Marcus Ong,"New bank... but hope to see more convenient features for shopee users in the future e.g. zero-fee auto top-up to shopee, instant transfers and maybe direct link of shopee wallet to maribank acc... Or else there's not much incentive to use this bank cos there are def more competitive rates out there!",4,11/9/2023 6:05,Maribank
384,Sky Koh,"It very easy to sign up but no physical card, no dark mode, no one answer call, no one support, no benefit etc. It just too simple app, like this so call digital bank? Trust Bank better lor, go learn from them.",1,7/9/2023 3:28,Maribank
385,A Y,It's only 1 day of promotion and Business bank application is not available. I hope it gets released again soon.,3,2/9/2023 8:09,Maribank
386,Nina Suryani,Why i can't use. Just bcz i Indonesian,1,26/8/2023 15:13,Maribank
387,justin lua,"It is good and easy to use and very straightforward feature. Overall, it is amazing",5,26/8/2023 5:56,Maribank
388,Tien Seng Chua,"easy sign up. deposit and withdrawal transaction of funds are rather smooth. facial recognition before every withdrawal transaction may be a good security measure but wil be better if users have more choices (eg. to choose among OTP, fingerprint or facial recognition)",5,19/8/2023 2:31,Maribank
389,Chang Tang,"Please add ""Add Payee"" function and dark mode",3,15/8/2023 8:29,Maribank
390,El Sptr,Not safe! I put an app over it not that I wanted it only after. MariBank you need to put your detector systems because the app can see what I am typing. Not safe. Pls improve immediately! . update: tried screenshot.,1,13/8/2023 3:37,Maribank
391,RA DA,"VERY DISAPPOINTED. What is the use of asking us to open a Maribank account (via Shopee's recommendation) when SHOPEE PAY CAN ONLY BE TOPPED UP FROM & LINKED TO ONLY THE MAJOR BANKS?? Funds can only be transferred to Maribank from Shopee Pay but not vice versa. I also linked Maribank account to Shopee but it does NOT even appear at all at Top Up or mode of payment for Shopee purchase. Morever, face recognition for transactions always FAILS four out of five times. Frustrating UX.",1,7/8/2023 17:07,Maribank
392,D T,"5:star: instant reply - Thank U! Live Chat UNABLE to help. I finally managed to transfer my money out. Please REPLACE FACE VERIFICATION with OTP. Original Review: FACE VERIFICATION FAILED 6X - UNABLE TO WITHDRAW. Maribank is the ONLY bank using face verification with no other options. This money was originally from ShopeePay that was stuck for months due to a technical glitch & I was not able to use ShopeePay. That said, all else works easily & security is better than other digital banks. Thanks!",3,27/7/2023 3:45,Maribank
393,Ken Cheng,Any Chance that u can add Payee function inside the app itself,3,21/7/2023 6:59,Maribank
394,YK 994,where is my Mari bank invitation I Been waiting for a few months my friend got the invitation when I register early then my friend,1,13/6/2023 15:05,Maribank
395,Benson,"After much to and fro bettwen the MariBank teams and me, we are able to resolve the problem of using the app in 2 phones. Kudos to the MariBank contact centre and team that unblock my account. The human touch contact will always be more pleasant than all those chatbots. Thank you teams for all the help",5,12/6/2023 13:39,Maribank
396,Dominic Tey,"Great experience, good UI. Simple enough to figure out the stuff i need to do. Transactions are instantaneous, and app has all features i want. Good job to devs!:rolling_on_the_floor_laughing::red_heart:",5,5/6/2023 12:30,Maribank
397,Cheng Sze Hui,"The interest is okay, although it's not the highest",5,5/6/2023 10:32,Maribank
398,Grace Ho,Will be closing this bank account soon after transferring out all the money I have put in. After experiencing missing money issue during their shopee maintenence. I have decided not to put my money here since both is of the same company.,1,9/5/2023 3:04,Maribank
399,Jun Wei,I don't like the name,1,2/4/2023 3:55,Maribank
400,Harsh Mahajan,Clean and simple! Just how a bank app should be!,5,20/3/2023 23:43,Maribank
401,Mazlan,Great user experience. 3.5% p.a would be even better. :grinning_face:,5,20/3/2023 16:09,Maribank
402,C,"App permissions that are unnecessary for this banking app: read external storage, record audio, read calendar & wrote settings. Overall fast and snappy. Security would be enhanced if the allow to secure bank app and transactions with a FIDO hardware key like yubikey. It is a fintech bank, it would be nice to be different !",4,20/3/2023 2:10,Maribank
403,Adrian Tan,App is very intuitive! Love the features,5,8/3/2023 6:59,Maribank
404,Denise,Excited with this digital bank in Singapore! Likes how it is easy to use and fuss free. And it's a nice thing to see my interest credited daily!,5,8/3/2023 6:28,Maribank
405,Zihao Zhu,"Super simple to use, gets things done and that's it, gives daily interest with no strings attached or funny commitment requirements, my kind of bank",5,8/3/2023 5:59,Maribank
406,Sam Chua,First!,5,8/3/2023 5:41,Maribank
407,steveawsum,"I signed up, completed identity verification and KYC checks. Deposited some cash. After a week, they lock me out and force me to complete “selfie verification” again??? Then even more trivial, no matter what I do the error messages of “doesn’t match our records” always come up. Screw these neobanks, at least traditional banks don’t screw you over because they got laws to follow.",1,8/3/2024 5:51,Revolut
408,AlvaroAW,"While the rest of the banks make it more difficult every day, Revolut never stop improving and making life easier for its users. That what a want from my day to day bank.",5,8/3/2024 2:33,Revolut
409,channa_e,I was subscribed to metal and I wanted to close this account. So I downgraded. Had to pay $39 penalty fee which is acceptable. But even after paying penalty. I had to wait since some transactions were pending. I waited for few days. Then I check I had to withdraw all my remaining balance. Finally I finished all the required criteria and proceeded to close account option. Upon clicking close account this app gives 3 pop ups asking to stay. I keep clicking “close account” on all 3 pop ups and it finally proceeded to enter pin. Upon entering pin app says something went wrong. So basically in short this app does not let you to close accounts even after paying penalty. I’m guessing because it’s not categorized as a bank it is not being governed by banking law in the country. Ideally bank would get fined for forcing a customer to keep an account.,1,3/3/2024 15:05,Revolut
410,DavidChing,Had issue signing up twice. Go back to YouTrip,1,3/3/2024 13:18,Revolut
411,Perry-the-Platypus,What a joke of an app that tries to help exchange currency. Fake advertising.,1,1/3/2024 10:06,Revolut
412,NickyyGoh,"This apps really make u vomit blood
A lot of bug during sign up. Used up 1hrs install uninstall still keep stuck at bug 
Annoyed!!!",1,18/2/2024 13:08,Revolut
413,jango_sg,"So by some magical stroke of luck, my account was upgraded to a ""Premium Plan"" which costs $10 a month for features I don't need or used.

Then magically, the account goes into negative because the $10 was charged.

So you'd frantically go and see what this plan is and remove it. You can't. You need to downgrade which costs $10.

And because the account is in negative, you count downgrade

So you proceed to close the account but you can't because you still have a plan.

Which then repeats in a viscous loop.

There is no customer service whatsoever. This is a goddamn hoax, not a bank",1,17/2/2024 10:01,Revolut
414,TlfTetsuo,Couldnt resurrect my account even after 2 hrs of talking to customer services and providing extensive documentation. Never using again.,1,15/2/2024 6:45,Revolut
415,Kaisky123,"Your company need to take more than 4months to process a little refund, and yet still pending to process now, what makes you all think this referral program payment is reliable, shame that you called yourself a payment company.",1,6/2/2024 1:08,Revolut
416,EK Eugene,"This platform is generally okay for payments but don’t use it as payment for public transport services. I link my revolut card to my watch because of convenience. But once you have some suspicious transactions like double charging, there’s no way you can file a dispute and no proof to show your suspicion. I will go back to ez-link cards which is a bit troublesome but at least I can make dispute because I can see what bus/train I took in trip history and use their own app. Unlike this linking your card to tap-to-pay thing which you can’t see your travel history and can’t make disputes later.",3,5/2/2024 3:50,Revolut
417,New_User01,I’ve tried emailing the customer support but no assistance was provided.,1,12/12/2023 19:38,Revolut
418,g go on u,"If there was 0 stars, I will definitely put it",1,7/12/2023 5:19,Revolut
419,RusselHeng,"Hate the new layout, looks terrible, please revert back to the previous design",1,5/12/2023 5:21,Revolut
420,iboardcast,This app and finance company is trying to do everything under its belt. looking for a good remittance service can’t even properly at a recipient bank.,2,19/11/2023 1:35,Revolut
421,Weiixiangg,"I initially invited 3 people during this campaign, my dad, mom, and my girlfriend. For my dad’s account, the customer service officer told us that there was an issue with the security my dad was not able to apply for a card and told me to delete the account and re apply with the same invite link. We did exactly that, made 3 purchases of more than SGD$10 each time, but on my app, it still shows only step 1 done and when I seeked help on the app, it rejected my reward as they said that my dad did not complete the steps.For my mom, her name just straight up was not on my referral page even after completing all the steps. When I requested for help, the system rejected my request starting that they have already rewarded me the money which did not make sense as it was still during the campaign period. The only one that worked was for my girlfriend’s account so a 1/3 chance that the referral works. The help system is also extremely bad as I can only initiate the chat function on the webpage and not the app, and on the webpage, it sometimes bring me on rounds as it will just bring my back to the home page whenever I try to chat with an officer.",1,14/11/2023 17:49,Revolut
422,c-cocolia,Invitees will not get reward and their sign up page never mentions it.,1,11/11/2023 16:45,Revolut
423,sfxnglin,"Context: Based on Revolut’s T&C, they would take your next available currency wallet, and exchange it at a real time rate if your main wallet does not have sufficient amount.

TLDR; Transactions are not made at the point of reference. It will be accumulated and you will end up spending at least 10% more than you expect to.

For Revolut cards, bus merchants will accumulate all the transactions for a few days, then deduct it from the first time you make the transaction.

For example, at that point of time when you took a trip of only 90cents, you had $1 in your account. 

Hence, you decided to top up your account with another $50 for your next few trips. However, Revolut will take your initial amount ($1) as a point of reference, to deduce your subsequent trips, despite having $50 in your account already.",2,9/11/2023 6:14,Revolut
424,SUTHANSEE,Very cheap way of verifying the customer. So humiliating,1,8/11/2023 7:16,Revolut
425,Tykkimick,"No doubt good exchange rate and simple to use. Was to give 5 star but this happened. Arranged top up transaction, funds was deducted from my account but was showing declined in Revolut. Asked for assist and they took week to inform to check with sending banks (statement was given), took another week informing reviewing and another week coming back informing to check with their receiving bank to speed thing up? So after getting back the funds or not.. will not use this again!

The customer service is terrible and useless, after 6 weeks has passed and no solution was giving and keep pushing the issue away?!?! Why can’t you guys resolve it when supporting document was giving? Pls return back my money",1,6/11/2023 4:11,Revolut
426,cjk25,"Inadequate help chat, buggy system and security protocols. After several weeks, they still can’t tell me why my attempts to exchange currency failed even though the amount was below their published limits. And expect any/all online transactions without 3DS verification to fail. Their security protocol will automatically treat it as fraud and decline the transaction and freeze your account. Given that not all overseas/online merchants use 3DS, this means that any purchase using Revolut is a roll of the dice and you have to pray for it to work.",1,29/10/2023 7:16,Revolut
427,Sithija_d,I got a new phone. Old phone is broken. Can't login to new phone. No reply to the support request CSRB-477651,1,27/10/2023 5:30,Revolut
428,M.Azad.R,"I've opened 2 bank accounts online using just my Singpass. Revolut asked for access to my data using Singpass AND wanted me to jake a selfie showing the front and back of my passport. Not my national ID (NRIC), but my passport. That's a bit too much. Especially since they aren't even a bank.",1,26/10/2023 16:52,Revolut
429,Jimmycornsssss,"+One of the best features of service are the rates and plans. Can be good value if you transact a lot . 

-Down side is most transfers to major countries take 5 working days . 

+ customer service are very attentive 

- customer service can not actually fix issues 

+ app is easy to use 

- without a subscription it’s very expensive",5,25/10/2023 2:30,Revolut
430,ShopaholicXOXO:),I toggled into Revolut 10 and now I cannot change back to the original view. The new experience has stripped away everything that I liked about Revolut. It is unintuitive and tacky. Please provide users with an option to return to the original experience.,1,21/10/2023 18:17,Revolut
431,我沒有kk幣,"I transfer 3k to my Revolut walllet, the fund was rejected due to 5k e wallet threshold, however , Revolut refuse to transfer back the money to me after few days.",1,18/10/2023 11:49,Revolut
432,alisonnnhi,"I’m having trouble opening the app as it keeps prompting me to update to latest version, which I have done - there is no update option available in App Store. How do I overcome the issue and gain access to my account?",3,12/10/2023 14:37,Revolut
433,Timothy Chua,I was almost panic mode when I lost my passcode . Thank you guys after verification my documents. Appreciate your service . Excellent customer service,5,11/10/2023 13:29,Revolut
434,Winson Yeap,"Despite their good marketing and “premium” looking app design, their tactics are close to scam and is intended to TRAP users from the get go.

They entice users for a free trial which they say will not be charged unless the user opts in. However, what happens is that the user will be automatically be renewed and an amount is charged to the account. Fine, let’s say you pay and you want to unsubscribe, you can’t. Instead, you have to pay a CANCELLATION FEE to downgrade your plan back to Standard. Scummy practices. 

In conclusion, highly NOT RECOMMENDED.",1,9/10/2023 9:30,Revolut
435,hairy uggle,"I got this to hopefully make my transactions more convenient, but I have yet to have a smooth experience with this card/app.

The first payment I tried was rejected because the FCY rates increased in the next 10 seconds I hit pay and my balance was 1 cent off.

Later they implemented a compulsory charge on transactions outside of European working hours, which screws over everyone not in or vacationing in Europe. It is very irritating - I expect the cards I have to at least follow my schedule, instead of demand I comply to theirs.",3,4/10/2023 22:42,Revolut
436,yfhcychcyc,"How come even after days, I’ve not received my referral bonus? What’s going on",2,18/9/2023 16:32,Revolut
437,ogerpon,my account was negative and was suppose to pay the money up soon and therefore out of a sudden i became a premium member without realising? and infact i tried to delete my current bank account to change it to another one and it failed? wow revolut what a big scam app. seriously shouldn’t try this app,1,17/9/2023 3:56,Revolut
438,JTheTraveller,"Nonsense app , used it in Korea , the exchange rate is so volatile , inconsistent at all , sgd to won is so low .  One day was like 1sgd to 97.1won , next day is 1sgd to 94.6 won. Youtrip is still better .",1,16/9/2023 7:01,Revolut
439,jy.bc,"Phishing people to subscribe a premium trial, but the cancellation will charge 20 dollars, ridiculous",1,11/9/2023 1:09,Revolut
440,Merkinball,Your YouTube ad is soo annoying!!!,1,10/9/2023 13:20,Revolut
441,Kingsleyteh,"Can get your customer service support to contact me ? I tried asking in your app but there is an error keep asking me to select the date before today. I have selected the date is 28/8/2023, and today date is 7/9/2023. Then I can’t send my enquires also, what can I do ?",1,7/9/2023 7:32,Revolut
442,waterfall1402,too much mystery in this app. Not pure. Can steal your money at any time.,1,4/9/2023 17:09,Revolut
