UserName,Review,Score,Date,Bank
Meowz,I made payment for my card by the due date. But the outstanding amount was still reflected on the app. I have to call the hotline to check if they received the payment or not. I do not want to be slapped w late fees for nothing.,1,2023-03-18 00:43:45,Trust
NurHasanah,"There are many different vouchers available and so far Trust app has been good! Easy to use, sleek design. Thank you!",5,2023-03-14 14:34:53,Trust
Hassan81a,They just reject my application without any details do bad application,1,2023-03-14 08:19:48,Trust
SimonLovesIt,I find it so user friendly when applying it to invite friends to sign up for a reward.,5,2023-03-11 10:26:49,Trust
world_citzen,"One of the benefits that digital banking supposed to give to it's users is to allow usage of financial services even out of Singapore. Traveling is back to norm and it's getting common, yet trust bank disallows users to apply a credit card when traveling out of Singapore. This made this digital bank worst off than traditional banks that allows users to have access to digital services when traveling out of Singapore.",1,2023-03-11 06:42:12,Trust
ragingbij,I signed up for the credit card and savings account. Added the card to my Apple wallet. Tried transacting but failed. Reached out to customer service twice but both times they failed to find the issue or resolve it.,1,2023-03-11 06:34:38,Trust
Shankbabe,Need to turn on notifications to open the app! The reason that they gave is to notify if there is a transaction but they kept sending promotions and updates. Is ridiculous that we can’t even open the apps before turning on the notification.,1,2023-03-09 14:26:30,Trust
Cherruth,"It will be good if you can learn from Revolut. Eg, have a ‘vault’ that we can save up spare change n earn interest whenever we buy something. Or enable us to do some investment saving on regular basis.",4,2023-03-08 13:07:43,Trust
muariver,Friendly use:thumbs_up:,5,2023-03-04 12:41:22,Trust
mrk012,"While I appreciate the effort to make the design fresh and modern, I find it difficult to navigate the app. I often get lost when trying to find coupons for FairPrice or checking my latest transactions. Tapping something brings you somewhere you dont know, and feels like the only way to get there is to tap Home and retrace your step. What more if I have to do a qr payment?",1,2023-03-04 10:15:19,Trust
Kokck65,I have a Trust saving account which is used to honour transactions purchased using Trust card. I noticed that all transactions tend to be in pending status and it took a couple of days for transactions to change to complete status. This issue need to be addressed by the developer as it derive user additional bonus interest. Transactions debited from saving should be complete status as funds already deducted from saving account.,1,2023-03-04 02:32:08,Trust
rahmanhaddad,"the voucher is issued upon my first Trust transaction! it was not even a big transaction!
Thanks FairPrice!",5,2023-03-03 00:48:33,Trust
Dindoflores,Super card and helpful to NTUC members like me.A big thanks :smiling_face_with_smiling_eyes:,5,2023-03-02 10:08:35,Trust
7有米,"jus realised the mascots for each category vary in size depending on how much you spent, that’s so cute! since i’m using this card almost everyday all my expenses are recorded LOL saved the trouble of accounting in another app, great job on this!!",5,2023-03-01 12:28:34,Trust
Kookhee,User friendly and easy to use.,5,2023-03-01 11:54:31,Trust
hshalbgnr,"The app pushes ads to you even if you opt out of them in the app settings. Disabling app notifications entirely is also not allowed. Doesn’t exactly inspire trust, does it?",4,2023-02-24 12:06:52,Trust
山虫 宝贝晚安,To use,4,2023-02-22 04:53:15,Trust
feimaomao203,They charge you 100 bucks even if you have an outstanding of 5 bucks . Ever since that I’ve stopped using the card .,2,2023-02-22 04:47:53,Trust
kennethwong79,"I applied for the credit card on the 1st day and till date, still has not been approved with multiple calls to their support with no resolution and multiple uninstall/reinstallation of the app as advised by their support. Every time they promised that there will be someone calling me back to update the situation but it has never happened. I give up. The scam calls that I get have better response than this.",1,2023-02-21 12:05:11,Trust
Zero income,"If it is a digital bank for everyone, why one cannot apply if one does not have income ??  If Trust only allow people who has income to apply, then highlight on the form or link that only for people who has income and $XX Income can apply so that we do not need to go through hoops of downloading the app, filling in the form and realised that we are not eligible to apply !!!  Trust your people, people with no income doesn’t mean we cannot afford to pay our bills.  At least go through an evaluation process and find out our worth then decide to grant us the card or not !!",2,2023-02-21 06:57:21,Trust
seceleste,"Hi how do I reach customer service. If I call scb , will they entertain me ?",3,2023-02-19 02:41:21,Trust
Mdm Elder Lee,"Cashier Miss Vaithes was very helpful when I needed help to redeem my $25 e-voucher :thumbs_up:. 

TRUST mobile apps is not user friendly and I am glad Miss Vaithes serves with her heart!",5,2023-02-18 09:55:15,Trust
Ashok AR,I paid using E wallet fast transaction and secure.,5,2023-02-17 12:11:50,Trust
zacklaick,"Hi, I’ve been using trust bank for a while now and it is very user friendly and the notifications on transactions are very quick. App is also user friendly. I dont know if my recommendation will ever be implemented but i really hope it does because it will help trust bank stand out from other digibank apps even more. my recommendation is to add a section in the UI to include monthly spendings breakdown by categories. since trust bank already categorises our transactions (groceries, shopping, transport etc), the addition of a pie chart of our spending by category will really elevate the user experience to the next level.",5,2023-02-15 14:58:27,Trust
Wenwenzzz,"Been using it for 3 months, everything’s great! Getting bonuses just by spending $200 outside of NTUC is so much less stressful and much more achievable than some other banks which require spending $500 monthly. Love the coupons and vouchers, first time having an app where the coupons/vouchers are much more relatable and useful, just my personal opinion. Notifications will be there whenever there’s a new transaction or the transaction has been processed. Using it for transactions overseas was also really convenient. Customer service was good too, not sure why there are so many people complaining about it. App is smooth overall, just some hiccups when Face ID was suddenly not available (deleting and re-download the app helps). But knowing that it’s still a very new digital bank, these kinds of errors may be unavoidable at the start. Great job overall, keep it up!",5,2023-02-11 16:16:27,Trust
AlexQuahPohHock,I cannot use the card since Dec 2022. Trust staff did call me & told me they will get back to me but until today never follow up. Please call me or check. Alex Hp : 98463532,3,2023-02-10 14:30:24,Trust
meowmiaw,"Lousy app! Stuck after singpass profile retrieval saying that something went wrong. You don't want new customers anymore, huh? Please don't reply with ""reinstall the app and call this number if the issue persists"". I've reinstalled it multiple times and it's the same. I'm not going to call cause it's just wasting my time. It's your problem, why should I care. Multiple people have been complaining the same issue from several weeks back and there's really no improvement. What a shame!",1,2023-02-10 13:44:54,Trust
Fffdvfafgd,Very easy to use! Thanks,5,2023-02-07 13:48:19,Trust
John Ong Cheers,Keep the vouchers coming. Love the way you engage customers. Application is friendly and easy to use.,5,2023-02-05 05:34:26,Trust
w.wmirror,"1. Risk system is NOT trustable 
My card got locked by just one transaction. No proper security strategies applied to protect online transactions. As an industry insider I can clearly conclude it . 
2. imperfect customer service 
Well , card service is not something new at all . Why push this rubbish service to the market while you really want to grab the market share. For the locked card case , I got call 5 times , and was compelled to type with a robot-liked agent for 2 times with 0 progress on the case . 
Well done , untrusted service ever.",1,2023-02-05 02:16:26,Trust
AvantGarde 119,Operates just like any other bank. Easy to use,5,2023-02-02 11:27:15,Trust
Neville Doti,"Initially I thought the card would be useful for basically my shopping at NTUC. Soon I realised that there is a lot more to the card then just that. 
- convenience of card payment
- excellent vouchers and promotions
- no charge on forex transactions

I think the last point should be emphasised in marketing efforts as that is really a benefit especially for online bookings for holidays as well as use the same when on foreign trips. Even for children studying overseas this would be beneficial.",5,2023-02-01 06:17:47,Trust
Jaya1966,Not working after software update,1,2023-02-01 06:16:10,Trust
Ong Xiang 王翔,Hope it is based on transaction date instead of posting date,4,2023-02-01 04:54:16,Trust
??Not worth it,"If credit card application is declined, need to reinstall the app. Super troublesome",1,2023-02-01 04:34:27,Trust
ConzSG,I didn’t know each customer only had 1 chance to waive of late charge. I made my payment for $13.90 on Fri and I didn’t know the interbank takes 3 days so I was slapped with $100 fee again. Since I used up my chance the customer service officer will submit for approval. I already made late payments before when I was truly late. Trust has earned more late fee from me since my payments were very little and once I was charged for late fee as I left out $1 when I made my payment. Definitely not a bank for more complex transactions as the customer service is terrible and they go by the book instead of listening to the customer. The fella seems happy that I want to close my card too. A bank needs to listen to customer needs and not just give rewards.,1,2023-01-31 00:09:57,Trust
Daichanmac,How about downloading a monthly statement?,4,2023-01-30 17:17:36,Trust
Ducky123!,"Working in a bank and IT myself, I’ve never seen this so inefficient and so troublesome customer service. Chat starts for more than 2 mins, and if you’re already idle for more than a minute, customer service agent will end your convo. What is this?! My card has been blocked for 3 months and until now I don’t have any proper conversation nor resolution to my case. Wouldn’t recommend to my friends.",1,2023-01-30 10:35:44,Trust
Gowcena,"Very flexible to open an account ,get the card and use. Reliable as a physical bank",5,2023-01-29 11:44:50,Trust
jesusmikeyy,Trust is literally 50-50 a scam. I have deposited money into the account and redrew money as well and soon later my whole account was locked. When called customer support I was told I’m being suspected for illegal activities! Please think twice about using trust. Really don’t waste your time or lose your money with them.,1,2023-01-27 19:03:05,Trust
Dygashira,Been trying a few times but a msg always come in saying try again later i try installing and uninstalling but it’s the same,1,2023-01-26 04:59:07,Trust
TeeTY1,Downloaded the app but been unable to log in using Singpass without error. No help option available to get immediate support.,2,2023-01-25 07:29:05,Trust
Izzyelaa,"For the whole day, i have been trying to set up a savings account to no avail. Once verified through singpass, error msg prompted was “ sorry something went wrong. Please try again later”
Tried several methods i.e restart my phone, deleted n reinstalled the app yet the problem persisted.
Now im having 2nd thoughts.",1,2023-01-24 06:55:44,Trust
😄財,好:OK_hand:,5,2023-01-23 03:23:54,Trust
Jocelyn Leng,"Fast, easy and trust company.",5,2023-01-20 14:27:58,Trust
victoria lk,"the card is informative . it provides info such as how much more to spend outside NTUC to qualify for the bonus .

it will be good if it can also prompt us expiring coupons 4-5 days before expiry so that we do not miss out the promotion or offer .",5,2023-01-20 03:04:01,Trust
Zirconium11,What do you mean by unable to reveal reasons for my failed application of credit card? How are we going to continue earning LinkPoints? This is the first time ever in my 30 years of credit card application!!,1,2023-01-09 14:47:55,Trust
Dorje88,"I had downloaded this app about 3 months ago. It seem to work fine, for pass 3 months ago. By recognise via face unlocked, each time I try to check transaction on my mobile. 
Recently I realised the face recognise. Doesn’t work anymore! Which I had to input password each time. I had check my setting on my mobile Face ID recognise are switch on. Please fix this errors.",1,2023-01-08 06:54:54,Trust
Smiley's 2,"I accidentally transferred my money to trust bank without using the Fast app. I chatted with Mohd Fiqcree Mo about my problem,he helped me solved it immediately.Thank you Sir for your help!",5,2023-01-06 10:14:07,Trust
StacyisBest,Unable to use MyInfo to apply credit card as the app prompts error message. Something went wrong. Using iPhone 13 pro.,2,2023-01-03 13:46:51,Trust
wayne c 95,"I’m attempting to register using Singpass, but upon the page where I authorise the usage of my personal details to fill up some forms I got an error. How do I proceed ??",2,2023-01-03 02:18:52,Trust
Skorpio87,"Hi my payment is due, and it seems I can’t login the app with my Singpass and since you have hide the credit card number(physically) I can’t pay if I don’t know the credit card number! Please help!",1,2023-01-02 21:14:21,Trust
Newsloop,You are sexy and you know it.,4,2023-01-02 08:29:52,Trust
relano3325hu,I reinstalled the app and I cannot login anymore via Singpass. Now I cannot access my account. It seems I am not the only one with this problem.,2,2023-01-01 15:16:41,Trust
Nurul Huda B M T,You’re better off using the services of other banks. Seems like the entire venture was suddenly thrown at personnel members so they were not at all prepared nor willing to help with the difficulties you encountered. No point going to their parent bank either for help. Tried to give it a chance even after reading the negative reviews but the reviews were not proven otherwise.,1,2023-01-01 02:31:01,Trust
dhbfjcndufjc,Awesome debit card ever especially those coupons and link points really save using trust card,5,2022-12-31 00:22:46,Trust
ikanselar,So far I am very impressed with your app and services. While using your app on iPhone 8 and X. Recently i changed to iPhone 14 plus. Strangely I could not log in anymore by Singpass. It kept showing a worker sign as if app is under maintenance. A call to customer service ask me reinstall the app which I promptly did. But no avail. 7 days later I try again. Same issue. I am sure there is a way for me to log into my account. Kindly advice,5,2022-12-30 11:03:00,Trust
N0.0N,"Im trying to get this credit card to continue earning points from FP but tried an hour, still unable to proceed. What’s the point to launch this new card ( the app look pretty cheap, don’t even mention about user friendly )",1,2022-12-29 16:26:23,Trust
Happisilver,I am now unable to login to my account. I was told I did not have one when I contacted CS. How can you have lost my account and money?,1,2022-12-29 09:43:39,Trust
gcss771,"Frustrating experience to use this card, can’t cancel the insurance bit. NTUC CS just ping pongs the customer back and forth. I’ll think twice abt getting their insurance products in the future.

Cancel it immediately if u can. M",1,2022-12-27 04:00:26,Trust
Bella Casita,Well done n keep up the good work :rainbow::thumbs_up:.,4,2022-12-26 20:35:25,Trust
Chranky,"Don’t bother, the vouchers are used, and there are loads of suspicious stuff on here, read the other reviews. I doubt they are backed by Stan Charted, seriously",1,2022-12-26 17:20:18,Trust
Tgtffff,"There’s only 1 way to log in the app. 

Customer service can only speak to account holder. My mum is non tech savvy person, she doesn’t even remember the steps to log in Singpass. How does it even makes any sense for her to speak to customer service on technical issue of the app? 

I suggested letting my mum pick up the phone for verification and allow me to continue the conversation. But was rejected. 

In the first place how can you even allow log in issues with banking/credit card application. If there are late payment charges etc who’s gonna take responsible? I’m pretty sure Trust is not willing to take responsible as per seen in the other reviews where ppl faces problem with waiving late payment charges. 

And now they insist on solving their technical issue with non tech savvy customer. 

What a great idea.",1,2022-12-26 14:41:55,Trust
Youneedtoreflect,"They take 5 mins minimally each time for them to respond to each question or feedback I gave, and I got to ask if they are there in order to know they are still assisting me. But the best part is when they can’t address your issue, their best solution - ask you if there is anything else they can assist you with, and in a blink of any eye, the CS quickly end the chat without giving you a chance to respond. Amazingly amazed!",1,2022-12-26 07:22:06,Trust
Leo08:)),"Having issues logging in via SingPass, it just keeps showing the message ‘We are unable to log you in with SingPass right now. We are working on it, please try again later’. Doesn’t seems like there any other way to login",1,2022-12-26 02:32:00,Trust
H20bear,"I have been paying my bills before the stated date, and suddenly i got slammed with interest fees?! And I wasn’t informed that i had interest fees pending until I accidentally went into the app to see one day and realised i owed them money. I asked the in app CS chat and was informed it was cos i made partial payment and interest cannot be waived. Is that how you make money? I am cancelling the card. If you guys want link points, you can just download the NTUC app to get it.",1,2022-12-24 03:43:34,Trust
Abdul Fattah Wong,Fast and easy to setup . Looking forward to using this new way of collecting points and payments.,5,2022-12-22 05:32:45,Trust
Joreen22,As my friend is EP holder but unable to proceed to open a saving account. Kindly advise.,4,2022-12-21 11:53:16,Trust
Afiqah Latif,Prolly this is the sign for me not to sign up the card. Tried applying for credit card it shows error. Tried applying savings accounts also showing error. Uninstalling the app and forget about this inefficient digital banking. Not working.,1,2022-12-21 04:43:56,Trust
netwosoon,After linking my singpass to register and clicking ‘I Agree’ there’s a pop-up says something went wrong. please try again later.,5,2022-12-20 09:57:11,Trust
Sankara bagham,"I applied for savings account and credit card after seeing their advertisements in many social media websites.

Decided to check on their products, applied for a savings account and credit card.  Oops, they were quick enough to decline though I have banking relationship with multiple banks for years.

Now I understand why many users felt it is ‘Better to have a bank with a human being at the front desk, than on trying such virtual institutions’. 

Luckily, I did not have to suffer any deficiency in services, as my application to open a savings account and credit card was (instantly) rejected, really quick to process my application but not so professional to put me in dark.   I thought do I need to face this unwarranted insult, on a fine morning?:slightly_smiling_face:",2,2022-12-20 04:12:56,Trust
pokomom2,Thanks to trust,4,2022-12-20 03:56:54,Trust
miy mil,"Not sure if I am the only one. This is my second month with Trust. To date, I still haven’t got my Dec statement in any app. After speaking to customer service, still nothing is updated. And I was told my due date is 28 Dec. Pls keep data updated and this concerns dollars and cents. And being a digital bank, this is more so important cos users are dependent on the app.",2,2022-12-19 16:10:31,Trust
D Koh,This app did not follow paynow specifications for merchant reference to support alphanumeric AND special characters. We can’t pay at all !!!,1,2022-12-19 15:59:07,Trust
nickthenameofzoooo,It seems the app under maintenance now. How to make payment online without the app. When it is up to normal.,5,2022-12-19 09:18:24,Trust
Jaya2017,"Hi,

I went overseas and upon return i try to open app and i got error message as ""Sorry Something went Wrong, we are working on getting this fixed.""  How can i resolve this issue

Regards
G Jayachandran",4,2022-12-18 11:57:07,Trust
Singheat,Cannot open the Apps after down loading.,1,2022-12-18 04:04:08,Trust
HoraceJohnnien,Simple and convenient way to manage money.,5,2022-12-17 14:29:11,Trust
SIMON-CE,"Very frustrating, keep prompting me to download SingPass app to log in. After I downloaded SingPass app, still unable to log in when I tap on the QR code! Also unable to select password log in. Now unable to view my bill and make payment. How??",1,2022-12-16 07:19:14,Trust
Foong0128,"Phone number is not there yet cannot fill in or continue with application, you need to resolve this issue or nobody will use your app!",1,2022-12-15 11:16:01,Trust
ArticbudyKeegan,It’s a very reliable app,5,2022-12-14 13:03:23,Trust
Rani Chelv4,Covenient for children,5,2022-12-14 13:00:51,Trust
The reviewerMaria,it’s easy to use,5,2022-12-14 12:59:30,Trust
Jamerzzz1iC1IIx3A,"Because the app is well developed, and everything seems new. I personally trust this app and will recommend it to friends",5,2022-12-14 12:58:12,Trust
hawsepoplaz,"convenient, looking forward to card returning",5,2022-12-14 12:56:55,Trust
Kbsa02Bobby,It is good,5,2022-12-14 12:55:38,Trust
exceedemit9,"its easy to use and convenient, but I want the card",5,2022-12-14 12:54:23,Trust
BroooololoooloBrock,can use for online and more,5,2022-12-14 12:53:06,Trust
Bwoods249CXujGSn,It’s very convenient!,5,2022-12-14 12:51:37,Trust
Brendon Taa,cool,5,2022-12-14 12:49:00,Trust
paparazziMcpTP5aX,"cos we dont have togo through the hassle of going to the bank etc. to make an acc and its really fast,still have to wait for the lhysical card but i like how my acc is activated literally after i created it,fast and efficient,but i do hope the physical c",5,2022-12-14 12:45:05,Trust
Bencrazy33Joann,this app is the best,5,2022-12-14 12:42:29,Trust
Tinee3636Alicia,"for people that doesn’t have passioncard nor visa, it’s recommended to get this. its even free",5,2022-12-14 12:36:26,Trust
Mya TanDGOIA,I it is very effecint in like sending money to friends,5,2022-12-14 12:35:10,Trust
MsJahMomCarlos,Easy and fast,5,2022-12-14 12:33:54,Trust
Vedant9JROJGO,Very useful and easy,5,2022-12-14 12:32:31,Trust
H h unicy4ZCErzE3,it’s a very useful app as i run a mini business!,5,2022-12-14 12:28:42,Trust
SofiaKollek,because it’s very cool,5,2022-12-14 12:26:09,Trust
Jahboy6669LYiNRW,this is good,5,2022-12-14 12:23:27,Trust
DjhrudbsbtnPaula,Very easy to. Give and get,5,2022-12-14 12:19:58,Trust
Bush wookieeSonya,Good money send,5,2022-12-14 12:18:40,Trust
Auntievalw23kcDgZ,because its good,5,2022-12-14 12:15:54,Trust
Aaravaccavt,very convenient and accesible,5,2022-12-14 12:14:38,Trust
Aanyati Ze4,"Ask my mom to sign me up and very convenient, dont need to bring so much cash",5,2022-12-14 12:13:06,Trust
Cool fhjjdddBillie,V effective,5,2022-12-14 12:11:45,Trust
Ginganinja526Daphne,No hassle,5,2022-12-14 12:09:10,Trust
Amirrasan7,Nice. They're fixing the card and everything else works fine,5,2022-12-14 12:07:50,Trust
sjcheah,Down for a few days but not yet solved. Unexpected for this.,1,2022-12-14 12:05:32,Trust
User_SW,The app has issue for new sign up. It just always stop at the Name On Card page. Just unable go thru that step. Pls enhance the necessary for the app.,1,2022-12-14 02:07:41,Trust
Donnie Lee,As titled,5,2022-12-13 14:39:22,Trust
Meecat14Meow,I’ve been trying to access the app for more than a week. However it can’t load and keep showing something went wrong and tap “try again”. Doesn’t work. :tired_face:,1,2022-12-13 00:21:17,Trust
biopeldu,I tried like 10 times to sign up for a card or open an account but every time the data is retrieved from SingPass that’s the message I get and unable to open or apply,1,2022-12-11 07:57:33,Trust
Shariff666,"How am I supposed to believe in a digital only bank when the money I transferred to another bNk account disappears into thin air? And, the best part of it all? Transaction wasnt captured and customer service is non-existent.

Let me warn you: do not TRUST and use this app — youve been warned!",1,2022-12-10 09:51:55,Trust
Fiona Lim JJ,There is no option for me to apply for a new Savings acc after I have successfully applied for the credit card.,4,2022-12-10 06:49:47,Trust
Sad一disappointed,No login pop up for ipad App. Need to delete & reinstall in order to log in always.,5,2022-12-09 12:16:33,Trust
Ryan Yandao,I App only got rich people use only. I was rejected without any reason and I only apply Saving account. This is the worst App I ever encountered.,1,2022-12-09 00:32:39,Trust
Cyinsect6p,"Where is the indicators 5 Eligible transactions?
After update for remove the bug and come others bug Huh ?",4,2022-12-08 14:13:32,Trust
SQbus,"Credit card holders beware .
Despite notification of e-statement being issued,
app still does not display credit card statement.

Hence, card holders might miss bill payment .",1,2022-12-08 05:46:19,Trust
evo5sg,"After 1 month, could not use the app. Found out must install SingPass app.
Re installed app as didn’t work after SingPass installed.
Had to change pin.
Exactly another month later, cannot use app again!",2,2022-12-07 08:06:00,Trust
don't Trust Trust,"Applied for credit card, waited 3 months, re-applied as office asked me. Status is always pending and no way to cancel the application as I don’t want it anymore.",1,2022-12-07 04:12:05,Trust
do ehebebbebe,"I am a user from OCBC to TRUST. I tried to apply for credit card but was declined which I was surprised. So far my application for any credit card that I applied is approved. I asked the customer service if it is possible to check the reason for decline. Without hesitation, he said there is no way to check. I am just puzzled that if other banks can approve my credit card then what is Trust financial standard that they can’t approve my card. Customer service is very blunt and unhelpful. Really very disappointed.",1,2022-12-06 03:52:35,Trust
JuneVon,"Hi, 

Hope this help.

I kept receiving notifications but when login to the app, I don’t know what you want me to see or what you want to notify me. I don’t see new transactions and I don’t see new message. Can you improve on that? Don’t just tap me and run off…….",1,2022-12-05 07:47:08,Trust
fullydead,Not able to scan QR to make psyment,2,2022-12-04 00:21:09,Trust
Danny Cyril,Very friendly and courteous staff,5,2022-12-03 07:04:09,Trust
Ez0207,Wanted to apply for credit card for my mum but she couldn’t get it cause she got the debit card. No idea why you can’t have both. Buy anyway I tried to apply myself. Met the income requirement but was rejected from credit card application without any reason. Asked but they refused to give reason.,1,2022-12-01 13:02:38,Trust
ysdf123,"Recently I can’t login with trust app at all after I changed to new phone. When I open the app, it directed me to singpass and showed something wrong and try again later even after successful login with Singpass. Now I can’t check my bill which will due soon and also cannot get my card details, no any card number printed physically on card. Called customer service, told me will update u tmrw. Called again the next day, still need more time to fix. So when the card payment is overdue, I need to pay penalty fee??? cannot pay because can’t login.",1,2022-11-30 11:23:20,Trust
Vinoho,"So far is been good to me, using it is very problem free. Just that sometimes will face some small issue. Hopefully you guys have PayNow in QR side in the future. It will be more easier to use.",4,2022-11-30 03:35:09,Trust
wecg3c,Can i check why log in via singpass keep on error?,4,2022-11-29 17:50:02,Trust
Super singman,"I like the discounts, vouchers and transactions that are made so convenient for members to handle whether it is for credit card or bank transaction. :thumbs_up_medium-light_skin_tone:",5,2022-11-26 08:21:42,Trust
ioutkine,"It forces you to use phone app. You can’t do anything otherwise. They don’t even offer iPad app. 
Vision abilities deteriorate as you are aging and I prefer internet banking via computer because font is too small on smartphone but it look like trust bank discriminates people by age",1,2022-11-26 03:48:07,Trust
ritapyma,"My credit card application has been pending since Aug, I did not receive any call for additional information or reject. Very disappointed with the service....

As of today 26/11/2022, it is still pending without any news",1,2022-11-26 01:57:23,Trust
Mindisrock,It’s such a regret already two weeks the link points earned from Trust does not sync nor credit with my link card!  Neither ppl from Trust or Link can solve the issue! Instability of the joint venture!,1,2022-11-21 09:56:10,Trust
Ftywan,Keep failing while retrieving data from SingPass!!!!!,1,2022-11-20 05:02:34,Trust
gxh98,"Been facing double charging for the past 2 days (and it was not the first time alrd) and all the customer service can tell me is to wait for 10days for the initial charges to be cancelled. I am unable to use my card now as i have no more available to spend due to the double charges. And pls add in the function to send pictures to the customer service chat, its annoying that i have to type in 1 by 1 with 10 over transactions that was double charged to them instead of sending them a screenshot at once. Thanks",1,2022-11-19 14:16:36,Trust
Danngkb,"Trust Bank can’t be trusted. The app doesn’t work most of the times. Basically you need the physical card to scan for link points. Tried to give the savings account a go and transfer money into the savings to pay the credit card bill after pairing the account. Basically after having a few hundred of dollars into the savings, the transfers to pay the card all didn’t work. Contacting customer service via the app didn’t work as well. Probably gg to report police for scam.",1,2022-11-18 03:19:35,Trust
任阶前点滴到天明,I can say the fluent user experience and app design is the best among all Singapore bank.,5,2022-11-17 06:15:22,Trust
怪叔叔,i feel lucky.. the bank forgotten me.. now i can delete this.. :),1,2022-11-14 06:46:38,Trust
Cent429,Trying to apply account by login my info but system goes freeze after login via SingPass and nothing can be done. Please check and troubleshoot ASAP,1,2022-11-11 04:35:27,Trust
Marcietan,"Referred friends to sign up, was issued the $10 FairPrice voucher but when I wanted to redeem at FairPrice, was told that the voucher was already redeemed before. Approach their super slow, inefficient and ineffective CS chat team, was told they will get back to me, which they didn’t. Worst, they like to close the chat and mark it as resolved each time just to achieve their service levels. This bank is crap. I will stop recommending my friends.",1,2022-11-09 18:31:15,Trust
lsrachellst,"I had my card locked the night before, and contacted customer service through the app. The first time I called them, and after being put on hold, the call disconnected. I then left them a message. They told me to tap on a notification to authorise a payment in the app, but I couldn't. I referred this to another customer service personnel and was told the same thing, and insisting there is a notification i can tap to unlock my card, when I tried tapping every single one of my notifications in app, with 0 of them giving me any instructions 

When i asked if theres a Website to access the notifications, or if the bank can unlock the card from their side, the customer service officer just said “they’ll refer my case and unlock my card in 3 working days”, and asked if I have any other issues. Just as i was about to type, the person left the chatroom.

Extremely annoyed at this entire situation, and if this app can streamline the customer service process, I would have rated it higher.",5,2022-11-08 02:34:34,Trust
ehnyoyo,"The first month 7.5% rebate has been missing simply after a few days. There’s no clear indication that it’s by calendar month. Means if you sign up near the end of the month, u are out of luck. Due to heavy promotion activities there’s a lot of demand for this card. But I see long term risk with this bank as there’s no clear customer service, support or even a proper website with the bank. It’s all going through the phone app.",1,2022-11-05 08:11:19,Trust
Nat243,"After downloading the app, wanted to set up the account, both options of “referral”and “sign-up” were unable to proceed. Pop up box that says system maintenance on 30 Oct 12am-5am is ongoing. It is 5 Nov already.  We are still not able to sign-up on the app.  Surely maintenance would have been completed by now??",1,2022-11-05 00:51:27,Trust
Lipchitzo,"After singpass identification, the whole application stage fails as there’s an error on Trust app coming back from Singpass app. Please fix asap",2,2022-11-02 11:55:31,Trust
Abiramipattar,Unable to apply for the card through myInfo as it is showing some sing pass error,1,2022-11-01 04:58:51,Trust
Goodbyegmailapp,"Last night I was at an NTUC cashier, the NTUC e-voucher just wouldn't show up.
This morning I checked again, it's still here. 
Can't really trust electronic vouchers completely.",4,2022-11-01 04:03:37,Trust
ShaynLim,"So far the app itself is
Much smoother than DBS/POSB",4,2022-10-31 19:00:22,Trust
clarencechanxy,Amazing work TRUST. The daily facts are a nice touch. Super easy to use and easy on the eye. Also instant approvals and low cost insurance are great touches.,5,2022-10-31 14:04:43,Trust
piiywbskwmq,"While I want to open account until my info, after I agree then always show me something wrong please try later, even I uninstall and install or open my phone still cannot, what the hell?",5,2022-10-31 08:27:52,Trust
Melfromsglishia,"Trust is good, helping me interest earning, saving at fairprice and also not fees. I'm loving it!",5,2022-10-31 02:57:52,Trust
31Mar2019,Like the card .. everything can be done via internet ! Awesome,5,2022-10-29 03:29:50,Trust
XuN,Enjoy breakfast set at Ntuc canteen,5,2022-10-27 23:38:35,Trust
Xiaoheng86,"call wait for 2 hrs on hold no one pick up, chat leave a message 2-3 hours later reply within few mins no response everything ended as if as nothing happened??? transaction took times to load and reflected so slow compared to my other bank card this Bank os open to scam and delay your payment STAY AWAY! No one will help you on this as you cant get hold of anyone!",1,2022-10-27 23:23:07,Trust
How come so bad,What’s the point of the notification counter when there is nothing to see when I go into the App? Just frustrate the user to log in and cannot find what the App is trying to notify me on. Please remove the counter or follow other App to have a dedicated place to check all the notifications. Very very frustrating…,1,2022-10-27 01:34:34,Trust
Jitender Kumar,"1. Improve your push notifications deep link. They are landing to login view and nothing We can see.
2. Launch QR scan most desirable features of Bank.",3,2022-10-24 22:41:32,Trust
PT241022,"Do not redeem at 296A BB if you can, service is poor and food is not nice. Saw the staff been rude to the customer in front.",1,2022-10-24 02:14:00,Trust
Emanteo,"It is most annoying that one MUST switch on the notifications for this app. The amount of unnecessary adverts is frustrating and yet we are not allowed to switch off notifications. 
And the app is too slow. Takes too long to startup! Get rid of fancy app intro and let us enter the app more easily.",3,2022-10-23 11:53:05,Trust
Ham KY,"It’s user friendly and easy redemption. The Kopitiam staff at Blk 437 Kopitiam are friendly and helpful for the redemption. 

 I would like to thank Trust Bank for the free breakfast set",5,2022-10-22 00:44:39,Trust
As.now,The application took more than one week and still pending. Customer service hotline is unreachable. You even Cannot contact to cancel the application,1,2022-10-21 15:34:57,Trust
ling 1975,I love the ease to set up and also the updates it gives.,5,2022-10-20 00:11:36,Trust
Daleretto,"Collect personal data from singpass, get your passport scan and refuse to open an account without giving any explanation. Support is not helpful, respond with default phrases such as: we are able to disclose anything… scam",1,2022-10-19 16:54:12,Trust
