,UserName,Review,Score,Date,Bank
253,sandra donaghy,Awful. Absolutely awful. Need to selfie for pin but the camera button won't take photo. Not does the email with verification code come through. You're supposed to be easier than high street banks but you make my life misery with this woeful app and card.,1,2024-03-23 21:09:08,Revolut
254,Derek Leslie,Very simple to use.,4,2024-03-23 21:00:14,Revolut
255,Jan Grünwaldt,"I'm very satisfied, very useful and easy with adding money via GPay Also the money converting is so good. Cheaper than wise and instant. Amazing.",5,2024-03-23 20:44:01,Revolut
256,Richard Cornick,The best money app ever.,5,2024-03-23 20:34:36,Revolut
257,Krzysztof Wieczorek,Love it. Big time help,5,2024-03-23 20:30:15,Revolut
258,Greg Ryan,"This is a great card for securely purchasing online, currency exchange, for use when travelling to non Euro countries and day to day transactions. The so is also easy to use.",5,2024-03-23 20:21:44,Revolut
259,Krisztian Molnar,I tried to verify my account and got rejected 8 times already. Why is that?,1,2024-03-23 20:05:42,Revolut
260,Johnny issa,Easy to use and so convenient,5,2024-03-23 19:48:17,Revolut
261,Jason's Channel,Great experience and ease of use definitely recommend.. great features available too if needed,5,2024-03-23 19:41:27,Revolut
262,George Buhagiar,Fairly good,4,2024-03-23 19:28:10,Revolut
263,Migrat0r,"I like, but the taxes of crypto are big",2,2024-03-23 19:26:20,Revolut
264,Kitty Kutasi,"I was asked to change my passcode since then nothinhg works. The customer care is useless, they are passing the ball to each other One asks me to clear my cache, when he realizes that doest work, directs me to somebody etc. Like a circle. Not to mention that nobody answered my question properly regarding some items I see on my account.",1,2024-03-23 19:24:00,Revolut
265,SMArTwo,If TAX ID will be mandatory i think i will take to minimal usage of Revolut services or erase the account. I don't want to give more official papers. The gov. can see that i make economies from my salaries and they will tax ( somehow) again what they already taxed . RIP freedom.,3,2024-03-23 19:23:15,Revolut
266,Debbie Perks,"Great account for holidays, using the currency of whatever country you Re in",5,2024-03-23 19:13:42,Revolut
267,Maksim Shashkov,Cannot finish registration flow. App is crashing on the residence permit sharing step. Device: Sony XQ-DQ72. Upd: Fixed by app reinstall.,4,2024-03-23 19:11:23,Revolut
268,susan waters,"I just LOVE Revolute!! It's such an easy to use app, can add or transfer money in the blink of an eye, send money to the kids or pay for things if you don't have cash! I also LOVE the vaults!! You can see yours savings, adding your spare change on is ingenious and can quickly build up, plus it's accessible! I had a small issue with a card and got such quick action on the Chat! It's all around a brilliant app. I bet the banks are raging they didn't think if it first!!",5,2024-03-23 18:59:21,Revolut
269,norma bond,Great service and easy to use.,5,2024-03-23 18:53:39,Revolut
270,Robson Berti,Good to all,5,2024-03-23 18:31:36,Revolut
271,Temilade Tajudeen,Smooth,5,2024-03-23 18:26:51,Revolut
272,Mark Webster,Brilliant for spending overseas! Just works in so many ways!!,5,2024-03-23 18:26:24,Revolut
273,Dike Nnaemeka,"So far so good, hope it continues like that.",5,2024-03-23 18:20:16,Revolut
274,Mais Haidar,Perfect app,5,2024-03-23 18:14:05,Revolut
275,Margaret Redmond,No hassle to date,5,2024-03-23 18:02:11,Revolut
276,Joan Prat Rigol,It doesn't work. Impossible to take a picture of my ID,1,2024-03-23 17:54:25,Revolut
277,Bawa Majeed,I lost all datas,5,2024-03-23 17:45:24,Revolut
278,Carmen Serghi,Very easy to use,5,2024-03-23 17:40:26,Revolut
279,Noel Scerri,Perfect,5,2024-03-23 17:08:13,Revolut
280,Duinu Laurentiu Ionut,"Amazing app,love the fetures.",5,2024-03-23 17:05:49,Revolut
281,Onyia Christopher,fantastic,5,2024-03-23 17:00:55,Revolut
282,Frederick Hartmann,Scam. I sent 50$ worth of crypto to Revolut. Revolut refused to accept the transaction because it came from in their eyes a non-approved exchange. On bitcoin deposit page they only state it must be bitcoin network nothing else. Then they said they will return it without fees and after all I received 20$ back. So I lost 30$ in seconds just because of Revolut.,1,2024-03-23 17:00:10,Revolut
283,sam D,Great set of features would like to see more crypto currencies listed,5,2024-03-23 16:50:54,Revolut
284,Frederick Olson,A very good experience with Revolut. Love the challenges and options for kids to prioritize savings goals.,4,2024-03-23 16:40:29,Revolut
285,EPIC TROLLEY,Perfect just needs offline use for taking money out of vault and a vault that you can put money in and cant until a certain date,5,2024-03-23 16:33:41,Revolut
286,Joao A. Gigante,Excellent way to do banking.,5,2024-03-23 16:14:49,Revolut
287,ray Kinsella,Great alternative card,5,2024-03-23 16:12:28,Revolut
288,Anna Lub,"Very good app ,",5,2024-03-23 15:53:05,Revolut
289,nik_k,"Works great for me - single use cards, free transfers between users, etc. I like it.",5,2024-03-23 15:31:12,Revolut
290,David McAvenue,New customer and app crashes every time when attempting identify verification - very frustrating.,1,2024-03-23 15:15:30,Revolut
291,Camilla M-Dew,Newest version crashing all the time but I can't seem to stop it running in the background and notifying me everything few hours,5,2024-03-23 15:09:53,Revolut
292,Chinasa Onuoha,Great one. Easy to use,5,2024-03-23 14:56:49,Revolut
293,RJ Tissink,Working fine. Nice look and feel,3,2024-03-23 14:56:39,Revolut
294,Lyuben Petrov,Great features and the support is very helpful,5,2024-03-23 14:47:24,Revolut
295,bineesh balan,Very usefull for me thanks revolut,5,2024-03-23 14:16:55,Revolut
296,Baton Ayuba,"Reliable, good security ( though a little improvement), variety of services and customer friendly. A reliable banking system you can trust.",5,2024-03-23 14:15:15,Revolut
297,alexa adrian,The Best of the best!!!!!!,5,2024-03-23 14:09:19,Revolut
298,Nikunj Mistry,Great Banking app. Easy to use,5,2024-03-23 13:45:07,Revolut
299,Lisa Collins,"Works well, no problems so far",5,2024-03-23 13:44:47,Revolut
300,キミ子さん,Nice and easy to use,5,2024-03-23 13:01:31,Revolut
301,Duncan Fenton,excellent so far,5,2024-03-23 12:28:48,Revolut
302,Eugen Pries (Smith),Overall pretty good and useful. Problematic when used for Steam and Google Play Store purchases - crashes on checkout. Somewhat misleading when looking at contacts - it appears all my contacts have Revolut Account...,5,2024-03-23 12:23:06,Revolut
303,Mr. A.S.K,:victory_hand::victory_hand::victory_hand:,5,2024-03-23 12:20:42,Revolut
304,Tualatin Wolf,"How the hell am i supposed to take a picture with the front camera if it's scratched and i can't switch to use the rear camera, i'm not gonna replace my screen just to be use revolut, i'd rather switch to a different app.",1,2024-03-23 12:13:56,Revolut
305,Tuukka Saarela,Perfect,5,2024-03-23 11:36:59,Revolut
306,mr Taher hassanali,Very excellent service,5,2024-03-23 10:59:31,Revolut
307,Vicky Dean,So far so good,5,2024-03-23 10:24:48,Revolut
308,time tell,Revolut is nice,4,2024-03-23 10:09:41,Revolut
309,Mari Rivera,"Haven't really used it, but so far so good.",4,2024-03-23 08:48:39,Revolut
310,Ryan Bayne,An app for life I think :thumbs_up:,5,2024-03-23 08:26:24,Revolut
311,Muhammad BABAR,Good,5,2024-03-23 08:20:24,Revolut
312,Octavian Pavel,"Wirklich ich verstehe nicht wie diese app geht, aber es ist super",5,2024-03-23 07:58:21,Revolut
313,Myrmidon Soldier,"There's a bug which doesn't allow me to progress further than the ID checker (passport, driving licence etc.) during account creation. I'm also confused by how the referral code works, I signed up that way by giving my number. I then proceeded to the app and thought I could sign in but I was wrong so I went to sign up with the same number. Will the referral code still be registered if I sign up?",1,2024-03-23 07:55:40,Revolut
314,Isaiah Ward,Awesome thanks,5,2024-03-23 07:41:57,Revolut
315,Ali Awad,You can open account in just 30min:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:,5,2024-03-23 07:28:21,Revolut
316,Nicolas Araujo,I can't finish my registration because the app closes when I select the document type. (S23+),1,2024-03-23 07:11:34,Revolut
317,David Guajardo,It's just a good bank overall :relieved_face:,5,2024-03-23 07:02:12,Revolut
318,Vagos Chalkias,U guys are great!!,5,2024-03-23 06:48:57,Revolut
319,Nadia Abramova,The app keeps shutting down at the moment of document verification.,1,2024-03-23 06:42:47,Revolut
320,Ali Alazziz,nice :slightly_smiling_face:,5,2024-03-23 06:04:52,Revolut
321,Kenzie Mckenzie,Easy to use really good for holiday,5,2024-03-23 05:30:07,Revolut
322,Guy Fawkes,Crashes during ID verification,1,2024-03-23 05:25:39,Revolut
323,Ali Kazan,Great experience however i upgraded to metal and payed first instalment and i haven't recieved any kind of confirmation or tracking information on the deal.,4,2024-03-23 04:55:12,Revolut
324,Denise Wilson,fabulous,5,2024-03-23 04:43:10,Revolut
325,drshotech online,Amazing.,5,2024-03-23 04:42:57,Revolut
326,Wassim M. (WassimNaked),You guys are the worst! You ask for too much information and a picture of my official documents and a video and yada yada... What on earth is this bs?,1,2024-03-23 04:40:19,Revolut
327,Linn Erasmus,excellent,5,2024-03-23 04:26:00,Revolut
328,Riccardo Ciovati,It crashes every time I install a new app... I don't even know why it listens to app installs.,1,2024-03-23 04:05:31,Revolut
329,Jacek Opalski,Ok,5,2024-03-23 03:57:13,Revolut
330,Ty -J,"This app is a must if you are travelling!!!! Me and my boyfriend both use it and have never had issue, it's a safer way to spend and helps us both control our money!",5,2024-03-23 03:56:57,Revolut
331,Queen Miracle,Excellent communication. My card arrived on time.,5,2024-03-23 03:53:19,Revolut
332,Margaret Douglas,Easy to understand and navigate x,5,2024-03-23 03:51:52,Revolut
333,Josef Mintoff,i love it,5,2024-03-23 03:23:21,Revolut
334,Devid Egli,Everything just works well,5,2024-03-23 03:23:00,Revolut
335,lloyd llewellyn,Easy to use and can change to any currency in seconds,5,2024-03-23 03:07:50,Revolut
336,Valerie Camilleri,Excellent,5,2024-03-23 02:59:28,Revolut
337,Zaiihlonchhing,Very good,5,2024-03-23 02:42:07,Revolut
338,Campbell reid,Excellent,5,2024-03-23 02:38:35,Revolut
339,Ashish Rao,Unable to register,1,2024-03-23 02:32:24,Revolut
340,Renata Karacson,"Using it to travel, shopping.great bank.",5,2024-03-23 02:27:37,Revolut
341,Noah,Probably one of the best banking apps/services I've ever had the pleasure of using. Though I still am against the redesign..,4,2024-03-23 01:59:01,Revolut
342,Ransford Adusei,"Fast,reliable and very comfortable :relieved_face: to use",4,2024-03-23 01:53:12,Revolut
343,Taylor Belt,So far so good :thumbs_up:,5,2024-03-23 01:52:32,Revolut
344,JR Lopez,"Friendly user, i love it",5,2024-03-23 01:52:01,Revolut
345,Edward Lambert,Extremely good payment card,5,2024-03-23 01:38:36,Revolut
346,Pujko Sepulman,Great app,5,2024-03-23 01:23:41,Revolut
347,J B.,"digital ident not possible app crashes whenever i select passport, id or drivers licence",1,2024-03-23 01:15:54,Revolut
348,Bombardierul,Best ever i enjoy it at maximum,5,2024-03-23 01:14:53,Revolut
349,Ethelbert Chijioke Onyema,Perfect,5,2024-03-23 01:01:34,Revolut
350,Rosie,Great way of paying in various currencies,5,2024-03-23 00:54:48,Revolut
351,JustPete007,Only reason not getting 5 stars is because it can take a few days to ad money from my bank but I think this is more a PTSB,4,2024-03-23 00:48:56,Revolut
352,Alex,Very useful bank account. Use it daily. The app is part of the concept and well designed.,5,2024-03-23 00:43:49,Revolut
353,Klaudia W,Love it!!!,5,2024-03-23 00:28:54,Revolut
354,romadush Pubudu,I love it,5,2024-03-23 00:11:31,Revolut
355,Adam King,I am not a huge fan of this new update but getting used to it now. One huge issue I have with the trading platform is that the stock ticker does not keep pace with the stock movement. If a stock reads as $5 for instance the ticker might stay sitting at $4.90 for maybe five minutes before it catches up. This is absolutely ridiculous as it's showing conflicting information in a single view. This was not the case before the update and should not be happening.,3,2024-03-22 23:39:16,Revolut
356,JOSEPH ADEGBOYEGA,It's good,5,2024-03-22 23:36:20,Revolut
357,Mary Kane,I am locked out of my account put wrong password in. how can I resolve this problem please.,1,2024-03-22 23:33:21,Revolut
358,Renata Félix,"This is ridiculous!!! I've tried contact through email and received an automatic response saying I should try the chat on the app bcs of a high volume of requests. I forgot my password, how was I supposed to contact them through the app?? This was the only place I could get a response. How a company this size has no effective communication with customers? After over 10 tries I finally got the app to recognise my face and was able to create a new password. Tks for nothing.",1,2024-03-22 23:26:21,Revolut
359,Syl Peksa,Great,5,2024-03-22 23:22:57,Revolut
360,Prasiddh Patel,"It's amazing app, really love it:folded_hands::slightly_smiling_face:",5,2024-03-22 22:56:15,Revolut
361,Jack Johnston,Brilliant business to date,5,2024-03-22 22:54:42,Revolut
362,Colm Allan,App keeps closing,1,2024-03-22 22:40:07,Revolut
363,Michelle Tracey,Great,5,2024-03-22 22:26:18,Revolut
364,Dave Ennis,Nice,5,2024-03-22 22:19:08,Revolut
365,BALAJI GOPINATH,Very super :smiling_face_with_heart-eyes:,5,2024-03-22 22:11:02,Revolut
366,Vlad Cenan,"Great app, lots of bank facilities! I don't like that the upcoming payments contains only the direct debits subscriptions. I want back the upcoming payment widget that shows what subscription payment is next. Thanks!",5,2024-03-22 22:10:33,Revolut
367,Elizabeth Trotter,Easy to use,5,2024-03-22 22:09:20,Revolut
368,A Google user,"This app is the best thing invented ever.. is easy to use and very 
efficient!",5,2024-03-22 22:06:36,Revolut
369,Shane Graven,Very useful application for making easy payments and transfering money. Used on a daily basis. Love it,5,2024-03-22 21:59:00,Revolut
370,Melvin Sherriff,Easy and smoth,4,2024-03-22 21:54:02,Revolut
371,High Yellow,I like :thumbs_up: very much,5,2024-03-22 21:37:01,Revolut
372,Tafadzwa Aaron,Exceptional,5,2024-03-22 21:20:18,Revolut
373,Romina Vanzi,Nice,5,2024-03-22 21:14:33,Revolut
374,Jim Bourke,Excellent efficient handy,5,2024-03-22 20:59:03,Revolut
375,Sue Weake,Easy to set up transfer between countries is instant . Very easy to use.,5,2024-03-22 20:58:38,Revolut
376,jerryMazgon,Great app! I have it for years and never had any problems.,5,2024-03-22 20:58:25,Revolut
377,Cyala Patterson,Not able to verify identity as it keeps reverting back to option screen and my phone is informing me that the revolut app has a bug that requires a fix from the provider...,1,2024-03-22 20:57:15,Revolut
378,Karl Lind,Amazing app thankyou . Great,5,2024-03-22 20:54:31,Revolut
379,Sam Ahmadi,it's really easy to use and help full,5,2024-03-22 20:46:07,Revolut
380,Nita Patel,So far so good,5,2024-03-22 20:41:49,Revolut
381,Joe,Terrible firm. They won't let me close my account and they won't refund me my money. Scammers. Avoid.,1,2024-03-22 20:41:33,Revolut
382,Bisserka Todorova,Makes my life easier,5,2024-03-22 20:41:14,Revolut
383,davidhetfield6,"Scammers. Useless crypto restrictions. Useless customer service. Useless policies, had to stay a customer past my annual renewal date coz couldn't withdraw funds. Now I'm stuck for another full year. They'll do everything to keep your money. Would put much funds in it, good chance they're going under at some point seeing how money hungry they are. Lol @ reply below, didn't you read the part about customer service.. thanks for giving a perfect example.",1,2024-03-22 20:35:53,Revolut
384,Best ugo,Great experience,5,2024-03-22 20:13:57,Revolut
385,Olumuyiwa,Reliable,5,2024-03-22 19:42:12,Revolut
386,Hannah Greenfield,I have been trying to sign up for an account but it keeps crashing when I choose which identification to verify. Hope this bug gets resolved soon!,1,2024-03-22 19:38:07,Revolut
387,Tomáš Gajdošík,So far so good.,5,2024-03-22 19:37:28,Revolut
388,Andrew A,Can't sign up. The app keeps crashing every time I select to verify by uploading a passport photo. Unable to go back or further on.,1,2024-03-22 19:33:19,Revolut
389,phil kitchman,Very good,5,2024-03-22 19:09:05,Revolut
390,melia,"My experience with Revolut has been nothing but wonderful. I've improved my saving and money management skills which I've steuggled with in the past. Because of revolut's features (vault, save the change, budget), found it much easier this time. I also upgraded so I can spend more money abroad without fees. Revolut's exchange rate is better than paypal and my previous bank. Also I have travel insurance with them now, it's really put my mind at ease! Huge thanks to the revolut team",5,2024-03-22 19:08:46,Revolut
391,Fred Bloggs,Very useful particularly for foreign transactions and general convenience,4,2024-03-22 19:02:17,Revolut
392,Anoop Jacob,Good experience,5,2024-03-22 18:58:22,Revolut
393,Tony Milroy,"Terrible, just get to document upload process .and it just stuck on screen saying something went wrong",1,2024-03-22 18:44:36,Revolut
394,Mary O Hare,Happy with service,4,2024-03-22 18:42:50,Revolut
395,Kenneth Eagling,I would refer you to Dr. RANCOURT who showed in 2010 that if you doubled the co2 output the earth's temperature would rise only by 1 degree .If you believe otherwise show the science not the hear say thanks ken eagling,5,2024-03-22 18:41:42,Revolut
396,Volante Stephen Sarpong,Unbelievable,5,2024-03-22 18:41:08,Revolut
397,jj jj,Easy to navigate,5,2024-03-22 18:22:32,Revolut
